skeletons,freeze,building_inferno,knight,order_volley,graveyard,minion,electro_wizard,lava_hound,goblin_gang,building_elixir_collector,minion,chr_balloon,freeze,order_volley,mega_minion,1,0
goblin_gang,the_log,miner,zap,three_musketeers,electro_wizard,hog_rider,knight,chr_golem,skeletons,electro_wizard,baby_dragon,minion,lightning,the_log,building_elixir_collector,1,2
goblin_gang,the_log,miner,zap,three_musketeers,electro_wizard,hog_rider,knight,hog_rider,snow_spirits,skeletons,tornado,knight,zap,fire_fireball,musketeer,2,0
goblin_gang,the_log,miner,zap,three_musketeers,electro_wizard,hog_rider,knight,lava_hound,chr_balloon,baby_dragon,mega_minion,building_elixir_collector,fire_fireball,zap,skeletons,3,0
goblin_gang,the_log,miner,zap,three_musketeers,electro_wizard,hog_rider,knight,building_inferno,skeleton_horde,the_log,goblin_gang,poison,goblin_barrel,fire_spirits,blowdart_goblin,1,0
goblin_gang,the_log,miner,zap,three_musketeers,electro_wizard,hog_rider,knight,fire_fireball,hog_rider,archers,skeletons,snow_spirits,chaos_cannon,knight,zap,1,0
giant,the_log,fire_fireball,zap,minion_horde,electro_wizard,minion,miner,musketeer,skeletons,battle_ram,snow_spirits,fire_fireball,the_log,valkyrie,order_volley,3,2
giant,the_log,fire_fireball,zap,minion_horde,electro_wizard,minion,miner,skeletons,the_log,electro_wizard,graveyard,archers,knight,firespirit_hut,poison,3,0
giant,the_log,fire_fireball,zap,minion_horde,electro_wizard,minion,miner,zap,minion,hog_rider,barbarians,ice_wizard,fire_fireball,freeze,miner,1,2
skeletons,snow_spirits,the_log,princess,knight,archers,rocket,building_mortar,royal_giant,knight,angry_barbarian,minion,archers,the_log,fire_fireball,zap,1,0
skeletons,snow_spirits,the_log,princess,knight,archers,rocket,building_mortar,skeletons,goblin_gang,electro_wizard,three_musketeers,building_elixir_collector,battle_ram,zap,miner,3,0
pekka,hog_rider,skeletons,zap,the_log,musketeer,poison,minion,pekka,rage,three_musketeers,building_elixir_collector,wizard,fire_fireball,angry_barbarian,ice_wizard,2,1
pekka,hog_rider,skeletons,zap,the_log,musketeer,poison,minion,giant,hog_rider,minion,skeletons,musketeer,fire_fireball,the_log,zap,2,1
pekka,hog_rider,skeletons,zap,the_log,musketeer,poison,minion,fire_fireball,snow_spirits,skeletons,minion,royal_giant,zap,ice_golem,angry_barbarian,2,1
pekka,hog_rider,skeletons,zap,the_log,musketeer,poison,minion,archers,knight,skeletons,snow_spirits,rocket,building_mortar,the_log,order_volley,1,0
pekka,hog_rider,skeletons,zap,the_log,musketeer,poison,minion,knight,rocket,the_log,order_volley,skeletons,snow_spirits,building_mortar,archers,0,1
pekka,hog_rider,skeletons,zap,the_log,musketeer,poison,minion,three_musketeers,minion,zap,pekka,the_log,building_inferno,bandit,tornado,1,0
pekka,zap,executioner,tornado,the_log,battle_ram,musketeer,chr_balloon,rage,chr_golem,chr_balloon,knight,zap,tornado,the_log,building_inferno,1,2
pekka,hog_rider,skeletons,zap,the_log,electro_wizard,poison,minion,zap,ice_wizard,knight,musketeer,poison,hog_rider,fire_fireball,snow_spirits,1,0
giant,hog_rider,minion,skeletons,musketeer,fire_fireball,the_log,zap,musketeer,chr_golem,bowler,knight,lightning,tornado,the_log,building_inferno,2,1
skeletons,snow_spirits,the_log,princess,knight,archers,rocket,building_mortar,barbarian_hut,bomber,chr_balloon,firespirit_hut,hog_rider,princess,giant_skeleton,lightning,2,0
baby_dragon,electro_wizard,graveyard,poison,the_log,knight,bowler,tornado,lava_hound,order_volley,skeleton_horde,chr_balloon,lightning,minion_horde,bowler,tombstone,1,0
baby_dragon,electro_wizard,graveyard,poison,the_log,knight,bowler,tornado,giant,princess,graveyard,the_log,building_inferno,skeleton_horde,poison,knight,2,1
baby_dragon,electro_wizard,graveyard,poison,the_log,knight,bowler,tornado,bandit,miner,the_log,electro_wizard,goblin_gang,building_inferno,poison,battle_ram,0,1
electro_wizard,goblin_gang,battle_ram,building_inferno,bandit,miner,poison,the_log,goblin_barrel,hog_rider,skeleton_horde,poison,princess,goblin_gang,building_inferno,the_log,1,2
electro_wizard,goblin_gang,battle_ram,building_inferno,bandit,miner,poison,the_log,lava_hound,chr_balloon,mega_minion,minion,order_volley,lightning,skeleton_horde,goblin_gang,1,2
graveyard,electro_wizard,bowler,tornado,knight,poison,skeletons,baby_dragon,goblin_gang,the_log,building_inferno,poison,electro_wizard,hog_rider,goblin_barrel,skeleton_horde,1,0
goblin_gang,building_inferno,fire_fireball,hog_rider,skeleton_horde,goblin_barrel,electro_wizard,the_log,rocket,goblin_barrel,the_log,snow_spirits,princess,knight,goblin_gang,building_inferno,0,1
minion_horde,minion,zap,giant,fire_fireball,electro_wizard,miner,the_log,giant,bowler,baby_dragon,musketeer,skeletons,the_log,tornado,lightning,0,2
goblin_gang,building_inferno,fire_fireball,hog_rider,skeleton_horde,goblin_barrel,electro_wizard,the_log,firespirit_hut,goblin_barrel,mirror,rocket,minion_horde,goblin_gang,electro_wizard,the_log,0,1
goblin_gang,building_inferno,fire_fireball,hog_rider,skeleton_horde,goblin_barrel,electro_wizard,the_log,princess,graveyard,knight,goblin_gang,mega_minion,tornado,poison,the_log,0,3
goblin_gang,building_inferno,fire_fireball,hog_rider,skeleton_horde,goblin_barrel,electro_wizard,the_log,skeletons,fire_spirits,knight,mega_minion,rocket,building_inferno,the_log,building_xbow,1,0
goblin_gang,building_inferno,fire_fireball,hog_rider,skeleton_horde,goblin_barrel,electro_wizard,the_log,building_xbow,skeletons,knight,fire_fireball,mega_minion,snow_spirits,building_inferno,the_log,0,1
goblin_gang,building_inferno,fire_fireball,hog_rider,skeleton_horde,goblin_barrel,electro_wizard,the_log,snow_spirits,fire_spirits,fire_fireball,minion,the_log,skeletons,building_inferno,building_xbow,0,1
goblin_gang,building_inferno,fire_fireball,hog_rider,skeleton_horde,goblin_barrel,electro_wizard,the_log,minion,the_log,zap,musketeer,giant,minion_horde,miner,fire_fireball,0,0
goblin_gang,building_inferno,fire_fireball,hog_rider,skeleton_horde,goblin_barrel,electro_wizard,the_log,building_elixir_collector,goblin_gang,order_volley,freeze,lava_hound,minion,chr_balloon,mega_minion,2,1
goblin_gang,building_inferno,fire_fireball,hog_rider,skeleton_horde,goblin_barrel,electro_wizard,the_log,goblin_gang,zap,hog_rider,building_elixir_collector,three_musketeers,knight,snow_spirits,the_log,0,1
goblin_gang,building_inferno,fire_fireball,hog_rider,skeleton_horde,goblin_barrel,electro_wizard,the_log,baby_dragon,graveyard,tornado,mega_minion,bowler,knight,poison,skeletons,1,0
goblin_gang,building_inferno,fire_fireball,hog_rider,skeleton_horde,goblin_barrel,electro_wizard,the_log,giant,musketeer,fire_fireball,minion,skeletons,zap,the_log,hog_rider,1,0
goblin_gang,building_inferno,fire_fireball,hog_rider,skeleton_horde,goblin_barrel,electro_wizard,the_log,goblin_barrel,goblin_gang,minion_horde,mirror,firespirit_hut,rocket,bowler,the_log,0,1
goblin_gang,building_inferno,fire_fireball,hog_rider,skeleton_horde,goblin_barrel,electro_wizard,the_log,building_xbow,building_inferno,fire_fireball,the_log,minion,snow_spirits,fire_spirits,skeletons,0,1
goblin_gang,building_inferno,fire_fireball,hog_rider,skeleton_horde,goblin_barrel,electro_wizard,the_log,tornado,executioner,knight,skeletons,hog_rider,snow_spirits,the_log,lightning,1,0
goblin_gang,building_inferno,fire_fireball,hog_rider,skeleton_horde,goblin_barrel,electro_wizard,the_log,zap,goblin_barrel,building_inferno,minion_horde,miner,the_log,princess,skeleton_horde,0,1
goblin_gang,building_inferno,fire_fireball,hog_rider,skeleton_horde,goblin_barrel,electro_wizard,the_log,hog_rider,electro_wizard,goblin_barrel,skeleton_horde,goblin_gang,the_log,poison,building_inferno,1,0
goblin_gang,building_inferno,fire_fireball,hog_rider,skeleton_horde,goblin_barrel,electro_wizard,the_log,goblin_gang,fire_fireball,hog_rider,building_inferno,skeleton_horde,goblin_barrel,the_log,princess,1,0
goblin_gang,building_inferno,fire_fireball,hog_rider,skeleton_horde,goblin_barrel,electro_wizard,the_log,goblin_gang,poison,the_log,mega_minion,graveyard,barbarian_hut,electro_wizard,knight,1,0
goblin_gang,building_inferno,fire_fireball,hog_rider,skeleton_horde,goblin_barrel,electro_wizard,the_log,knight,hog_rider,snow_spirits,three_musketeers,goblin_gang,skeletons,zap,building_elixir_collector,2,1
goblin_gang,building_inferno,fire_fireball,hog_rider,skeleton_horde,goblin_barrel,electro_wizard,the_log,skeletons,snow_spirits,lightning,knight,hog_rider,tornado,executioner,the_log,1,0
goblin_gang,building_inferno,fire_fireball,hog_rider,skeleton_horde,goblin_barrel,electro_wizard,the_log,minion,goblin_gang,order_volley,zap,giant,firespirit_hut,graveyard,electro_wizard,1,0
goblin_gang,building_inferno,fire_fireball,hog_rider,skeleton_horde,goblin_barrel,electro_wizard,the_log,fire_fireball,zap,miner,giant,minion,battle_ram,goblin_gang,musketeer,1,0
goblin_gang,building_inferno,fire_fireball,hog_rider,skeleton_horde,goblin_barrel,electro_wizard,the_log,hog_rider,wizard,knight,fire_fireball,skeletons,zap,snow_spirits,tornado,1,0
goblin_gang,building_inferno,fire_fireball,hog_rider,skeleton_horde,goblin_barrel,electro_wizard,the_log,skeletons,fire_spirits,knight,mega_minion,rocket,building_inferno,the_log,building_xbow,2,1
goblin_barrel,building_inferno,hog_rider,skeleton_horde,rocket,the_log,princess,goblin_gang,royal_giant,fire_fireball,skeleton_warriors,angry_barbarian,musketeer,zap,bowler,order_volley,1,2
goblin_barrel,building_inferno,hog_rider,skeleton_horde,rocket,the_log,princess,goblin_gang,chr_golem,minion,the_log,skeleton_horde,goblin_gang,baby_dragon,electro_wizard,lightning,1,2
goblin_barrel,building_inferno,hog_rider,skeleton_horde,rocket,the_log,princess,goblin_gang,princess,miner,skeleton_horde,goblin_barrel,electro_wizard,minion_horde,building_inferno,zap,1,2
goblin_barrel,building_inferno,hog_rider,skeleton_horde,rocket,the_log,princess,goblin_gang,archers,knight,zap,hog_rider,the_log,building_inferno,snow_spirits,fire_fireball,2,0
goblin_barrel,building_inferno,hog_rider,skeleton_horde,rocket,the_log,princess,goblin_gang,electro_wizard,goblin_barrel,skeleton_horde,goblin_gang,building_inferno,the_log,poison,hog_rider,3,0
goblin_barrel,building_inferno,hog_rider,skeleton_horde,rocket,the_log,princess,goblin_gang,mirror,knight,goblin_barrel,musketeer,zap,goblin_gang,the_log,firespirit_hut,2,1
goblin_barrel,building_inferno,hog_rider,skeleton_horde,rocket,the_log,princess,goblin_gang,chr_golem,goblin_gang,valkyrie,executioner,electro_wizard,bandit,the_log,zap,1,0
goblin_barrel,building_inferno,hog_rider,skeleton_horde,rocket,the_log,princess,goblin_gang,fire_spirits,tornado,graveyard,wizard,skeleton_horde,inferno_dragon,minion,goblin_barrel,3,0
goblin_barrel,building_inferno,hog_rider,skeleton_horde,rocket,the_log,princess,goblin_gang,minion_horde,zap,skeleton_horde,goblin_barrel,angry_barbarian,princess,giant_skeleton,mirror,2,1
goblin_barrel,building_inferno,hog_rider,skeleton_horde,rocket,the_log,princess,goblin_gang,lava_hound,fire_fireball,mega_minion,tombstone,chr_balloon,order_volley,minion,skeleton_horde,2,3
goblin_barrel,building_inferno,hog_rider,skeleton_horde,rocket,the_log,princess,goblin_gang,giant,angry_barbarian,wizard,zap,order_volley,bowler,rocket,zapMachine,1,0
goblin_barrel,building_inferno,hog_rider,skeleton_horde,rocket,the_log,princess,goblin_gang,goblin_barrel,rocket,the_log,building_inferno,knight,princess,goblin_gang,snow_spirits,1,2
goblin_barrel,building_inferno,hog_rider,skeleton_horde,rocket,the_log,princess,goblin_gang,archers,mega_minion,zap,chr_golem,musketeer,goblin_gang,lightning,tombstone,1,0
goblin_barrel,building_inferno,hog_rider,skeleton_horde,rocket,the_log,princess,goblin_gang,miner,princess,goblin_gang,minion_horde,skeleton_horde,firespirit_hut,the_log,goblin_barrel,0,1
goblin_barrel,building_inferno,hog_rider,skeleton_horde,rocket,the_log,princess,goblin_gang,goblin_gang,musketeer,fire_fireball,goblin_barrel,hog_rider,skeleton_horde,building_inferno,zap,1,0
goblin_barrel,building_inferno,hog_rider,skeleton_horde,rocket,the_log,princess,goblin_gang,lava_hound,order_volley,minion,goblin_gang,building_elixir_collector,freeze,chr_balloon,skeleton_horde,1,0
goblin_barrel,building_inferno,hog_rider,skeleton_horde,rocket,the_log,princess,goblin_gang,hog_rider,valkyrie,inferno_dragon,musketeer,skeleton_horde,zap,barbarians,order_volley,2,0
goblin_barrel,building_inferno,hog_rider,skeleton_horde,rocket,the_log,princess,goblin_gang,three_musketeers,knight,goblin_gang,building_elixir_collector,the_log,snow_spirits,hog_rider,zap,1,2
goblin_barrel,building_inferno,hog_rider,skeleton_horde,rocket,the_log,princess,goblin_gang,lava_hound,building_elixir_collector,mega_minion,goblin_gang,order_volley,freeze,chr_balloon,minion,2,3
goblin_barrel,building_inferno,hog_rider,skeleton_horde,rocket,the_log,princess,goblin_gang,goblin_gang,minion,zap,order_volley,lightning,miner,mega_minion,bowler,0,1
goblin_barrel,building_inferno,hog_rider,skeleton_horde,rocket,the_log,princess,goblin_gang,electro_wizard,minion,skeletons,order_volley,the_log,building_elixir_collector,angry_barbarian,chr_golem,1,0
goblin_barrel,building_inferno,hog_rider,skeleton_horde,rocket,the_log,princess,goblin_gang,miner,chr_golem,baby_dragon,poison,firespirit_hut,electro_wizard,skeleton_horde,the_log,1,0
goblin_barrel,building_inferno,hog_rider,skeleton_horde,rocket,the_log,princess,goblin_gang,giant,mirror,wizard,angry_barbarian,firespirit_hut,battle_ram,zap,goblin_gang,2,1
goblin_barrel,building_inferno,hog_rider,skeleton_horde,rocket,the_log,princess,goblin_gang,lava_hound,minion,chr_balloon,lightning,skeleton_horde,tombstone,mega_minion,order_volley,2,1
goblin_barrel,building_inferno,hog_rider,skeleton_horde,rocket,the_log,princess,goblin_gang,the_log,minion,princess,skeleton_horde,hog_rider,musketeer,zap,building_inferno,0,1
knight,poison,snow_spirits,building_inferno,the_log,skeletons,miner,electro_wizard,royal_giant,minion,minion_horde,princess,archers,goblin_gang,zap,miner,0,1
knight,poison,snow_spirits,building_inferno,the_log,skeletons,miner,electro_wizard,hog_rider,skeletons,zap,chaos_cannon,knight,snow_spirits,fire_fireball,archers,0,1
knight,poison,snow_spirits,building_inferno,the_log,skeletons,miner,electro_wizard,hog_rider,archers,skeletons,rocket,tornado,musketeer,order_volley,knight,0,1
knight,poison,snow_spirits,building_inferno,the_log,skeletons,miner,electro_wizard,skeletons,zap,mega_minion,fire_fireball,building_elixir_collector,chr_balloon,baby_dragon,lava_hound,1,3
knight,poison,snow_spirits,building_inferno,the_log,skeletons,miner,electro_wizard,minion,musketeer,zap,fire_fireball,miner,giant,minion_horde,the_log,1,0
building_xbow,tornado,the_log,skeleton_warriors,minion,mega_minion,zap,fire_furnace,order_volley,rocket,wizard,musketeer,skeletons,goblins,archers,tombstone,1,0
giant_skeleton,wizard,dark_prince,electro_wizard,princess,fire_fireball,rocket,graveyard,miner,poison,snow_spirits,archers,minion,musketeer,executioner,baby_dragon,0,1
baby_dragon,giant,wizard,order_volley,fire_spirits,snow_spirits,pekka,skeletons,blowdart_goblin,giant_skeleton,goblins,chr_witch,zap,princess,musketeer,mini_pekka,0,1
musketeer,inferno_dragon,tornado,executioner,building_tesla,blowdart_goblin,fire_fireball,firespirit_hut,fire_furnace,the_log,wizard,rocket,musketeer,goblin_barrel,rage_barbarian,goblin_archer,0,1
angry_barbarian,ice_wizard,firespirit_hut,giant,poison,rocket,archers,minion,princess,musketeer,pekka,lightning,baby_dragon,tombstone,bomber,musketeer,0,3
building_inferno,minion_horde,tornado,building_xbow,miner,angry_barbarian,fire_fireball,ice_wizard,wizard,lightning,valkyrie,musketeer,building_mortar,zap,barbarians,battle_ram,1,2
lightning,chr_witch,wizard,goblin_archer,freeze,princess,ice_golem,bomb_tower,musketeer,royal_giant,electro_wizard,graveyard,goblins,fire_spirits,musketeer,rocket,0,1
miner,poison,knight,skeletons,the_log,snow_spirits,building_inferno,electro_wizard,goblin_barrel,hog_rider,miner,knight,the_log,skeleton_horde,wizard,musketeer,0,1
miner,poison,knight,skeletons,the_log,snow_spirits,building_inferno,electro_wizard,baby_dragon,bowler,graveyard,knight,poison,skeletons,tornado,electro_wizard,0,3
miner,poison,knight,skeletons,the_log,snow_spirits,building_inferno,electro_wizard,hog_rider,order_volley,bomber,the_log,angry_barbarian,miner,fire_spirits,musketeer,2,1
miner,poison,knight,skeletons,the_log,snow_spirits,building_inferno,electro_wizard,order_volley,skeleton_horde,the_log,electro_wizard,mega_minion,knight,building_inferno,building_xbow,0,1
miner,poison,knight,skeletons,the_log,snow_spirits,building_inferno,electro_wizard,hog_rider,building_inferno,skeleton_horde,princess,zap,fire_fireball,goblin_gang,goblin_barrel,1,0
miner,poison,knight,skeletons,the_log,snow_spirits,building_inferno,electro_wizard,valkyrie,copy,princess,minion_horde,mirror,baby_dragon,graveyard,skeleton_horde,1,0
miner,poison,knight,skeletons,the_log,snow_spirits,building_inferno,electro_wizard,prince,angry_barbarian,minion_horde,musketeer,zap,goblin_gang,hog_rider,tornado,1,0
miner,poison,knight,skeletons,the_log,snow_spirits,building_inferno,electro_wizard,building_inferno,minion,the_log,fire_spirits,building_xbow,fire_fireball,snow_spirits,skeletons,0,1
miner,poison,knight,skeletons,the_log,snow_spirits,building_inferno,electro_wizard,prince,skeleton_warriors,angry_barbarian,zap,minion_horde,wizard,goblin_barrel,fire_spirits,1,0
miner,poison,knight,skeletons,the_log,snow_spirits,building_inferno,electro_wizard,minion_horde,goblin_barrel,barbarians,chaos_cannon,wizard,hog_rider,ice_wizard,zap,1,0
miner,poison,knight,skeletons,the_log,snow_spirits,building_inferno,electro_wizard,giant_skeleton,angry_barbarian,executioner,ice_wizard,zap,skeleton_horde,minion_horde,rage_barbarian,0,1
miner,poison,knight,skeletons,the_log,snow_spirits,building_inferno,electro_wizard,giant,graveyard,wizard,fire_furnace,tornado,poison,goblin_gang,angry_barbarian,0,2
miner,poison,knight,skeletons,the_log,snow_spirits,building_inferno,electro_wizard,giant_skeleton,angry_barbarian,the_log,tombstone,fire_spirits,goblin_barrel,minion_horde,electro_wizard,1,0
miner,poison,knight,skeletons,the_log,snow_spirits,building_inferno,electro_wizard,giant,rage_barbarian,mini_pekka,chr_balloon,zap,fire_fireball,archers,inferno_dragon,0,1
graveyard,baby_dragon,knight,electro_wizard,tornado,bowler,poison,skeletons,giant,electro_wizard,fire_fireball,the_log,minion_horde,minion,zap,miner,1,0
graveyard,baby_dragon,knight,electro_wizard,tornado,bowler,poison,skeletons,goblin_gang,building_inferno,fire_fireball,hog_rider,skeleton_horde,goblin_barrel,electro_wizard,the_log,1,1
graveyard,baby_dragon,knight,electro_wizard,tornado,bowler,poison,skeletons,hog_rider,goblin_gang,fire_fireball,musketeer,fire_spirits,knight,the_log,building_inferno,1,0
graveyard,baby_dragon,knight,electro_wizard,tornado,bowler,poison,skeletons,electro_wizard,snow_spirits,the_log,three_musketeers,knight,building_elixir_collector,skeletons,miner,0,0
graveyard,baby_dragon,knight,electro_wizard,tornado,bowler,poison,skeletons,minion,goblin_gang,building_elixir_collector,freeze,lava_hound,order_volley,chr_balloon,mega_minion,3,0
graveyard,baby_dragon,knight,electro_wizard,tornado,bowler,poison,skeletons,minion,goblin_gang,order_volley,zap,giant,firespirit_hut,graveyard,musketeer,1,0
graveyard,baby_dragon,knight,electro_wizard,tornado,bowler,poison,skeletons,hog_rider,musketeer,fire_fireball,giant,minion,tornado,skeletons,zap,0,0
graveyard,baby_dragon,knight,electro_wizard,tornado,bowler,poison,skeletons,electro_wizard,snow_spirits,the_log,three_musketeers,knight,building_elixir_collector,skeletons,miner,1,0
graveyard,baby_dragon,knight,electro_wizard,tornado,bowler,poison,skeletons,skeletons,fire_spirits,knight,mega_minion,rocket,building_inferno,the_log,building_xbow,0,1
graveyard,baby_dragon,knight,electro_wizard,tornado,bowler,poison,skeletons,rocket,goblin_barrel,the_log,snow_spirits,princess,knight,goblin_gang,building_inferno,0,1
graveyard,baby_dragon,knight,electro_wizard,tornado,bowler,poison,skeletons,lava_hound,freeze,order_volley,building_elixir_collector,chr_balloon,musketeer,minion,skeleton_horde,1,3
graveyard,baby_dragon,knight,electro_wizard,tornado,bowler,poison,skeletons,electro_wizard,snow_spirits,the_log,three_musketeers,knight,building_elixir_collector,skeletons,miner,0,0
graveyard,baby_dragon,knight,electro_wizard,tornado,bowler,poison,skeletons,giant,electro_wizard,fire_fireball,the_log,minion_horde,minion,zap,miner,0,0
baby_dragon,skeletons,building_elixir_collector,fire_fireball,lava_hound,zap,chr_balloon,mega_minion,archers,firespirit_hut,the_log,poison,graveyard,electro_wizard,knight,skeletons,2,0
graveyard,baby_dragon,knight,electro_wizard,tornado,bowler,poison,skeletons,building_xbow,fire_fireball,mega_minion,the_log,goblin_gang,electro_wizard,building_inferno,snow_spirits,1,0
baby_dragon,skeletons,building_elixir_collector,fire_fireball,lava_hound,zap,chr_balloon,mega_minion,baby_dragon,the_log,skeletons,graveyard,knight,electro_wizard,tornado,poison,2,1
baby_dragon,skeletons,building_elixir_collector,fire_fireball,lava_hound,zap,chr_balloon,mega_minion,baby_dragon,graveyard,tornado,electro_wizard,bowler,knight,poison,skeletons,0,1
baby_dragon,skeletons,building_elixir_collector,fire_fireball,lava_hound,zap,chr_balloon,mega_minion,skeletons,goblin_gang,electro_wizard,three_musketeers,building_elixir_collector,battle_ram,zap,miner,3,1
baby_dragon,skeletons,building_elixir_collector,fire_fireball,lava_hound,zap,chr_balloon,mega_minion,snow_spirits,goblin_gang,knight,building_inferno,rocket,goblin_barrel,the_log,princess,1,0
baby_dragon,skeletons,building_elixir_collector,fire_fireball,lava_hound,zap,chr_balloon,mega_minion,the_log,miner,knight,electro_wizard,poison,order_volley,firespirit_hut,goblin_barrel,3,1
baby_dragon,skeletons,building_elixir_collector,fire_fireball,lava_hound,order_volley,chr_balloon,mega_minion,zap,copy,pekka,skeleton_horde,fire_spirits,minion_horde,chr_witch,bomber,3,0
baby_dragon,skeletons,building_elixir_collector,fire_fireball,lava_hound,order_volley,chr_balloon,mega_minion,angry_barbarian,ice_wizard,executioner,electro_wizard,goblin_archer,skeleton_horde,minion,the_log,1,0
baby_dragon,skeletons,building_elixir_collector,fire_fireball,lava_hound,order_volley,chr_balloon,mega_minion,pekka,bandit,firespirit_hut,minion,graveyard,electro_wizard,the_log,poison,2,1
baby_dragon,skeletons,building_elixir_collector,fire_fireball,lava_hound,order_volley,chr_balloon,mega_minion,snow_spirits,skeletons,the_log,valkyrie,electro_wizard,poison,miner,building_inferno,2,0
baby_dragon,skeletons,building_elixir_collector,fire_fireball,lava_hound,order_volley,chr_balloon,mega_minion,three_musketeers,musketeer,goblin_gang,building_elixir_collector,giant,the_log,skeleton_horde,zap,3,1
electro_wizard,snow_spirits,the_log,three_musketeers,knight,building_elixir_collector,skeletons,miner,giant,bowler,baby_dragon,musketeer,skeletons,the_log,tornado,lightning,0,1
electro_wizard,snow_spirits,the_log,three_musketeers,knight,building_elixir_collector,skeletons,miner,skeletons,snow_spirits,knight,order_volley,barbarians,hog_rider,building_elixir_collector,three_musketeers,1,0
electro_wizard,snow_spirits,the_log,three_musketeers,knight,building_elixir_collector,skeletons,miner,the_log,goblin_barrel,princess,rocket,knight,goblin_gang,snow_spirits,building_inferno,0,1
electro_wizard,snow_spirits,the_log,three_musketeers,knight,building_elixir_collector,skeletons,miner,minion,goblin_gang,order_volley,zap,giant,firespirit_hut,graveyard,electro_wizard,0,0
electro_wizard,snow_spirits,the_log,three_musketeers,knight,building_elixir_collector,skeletons,miner,skeletons,snow_spirits,lightning,knight,hog_rider,tornado,executioner,the_log,0,1
electro_wizard,snow_spirits,the_log,three_musketeers,knight,building_elixir_collector,skeletons,miner,building_elixir_collector,three_musketeers,the_log,rage_barbarian,chr_golem,minion,minion_horde,goblin_archer,0,0
electro_wizard,snow_spirits,the_log,three_musketeers,knight,building_elixir_collector,skeletons,miner,miner,the_log,three_musketeers,building_elixir_collector,snow_spirits,minion_horde,skeletons,knight,0,1
electro_wizard,snow_spirits,the_log,three_musketeers,knight,building_elixir_collector,skeletons,miner,hog_rider,musketeer,lightning,tornado,knight,skeletons,snow_spirits,zap,0,0
electro_wizard,snow_spirits,the_log,three_musketeers,knight,building_elixir_collector,skeletons,miner,hog_rider,musketeer,fire_fireball,tornado,knight,skeletons,snow_spirits,zap,0,0
electro_wizard,snow_spirits,the_log,three_musketeers,knight,building_elixir_collector,skeletons,miner,hog_rider,musketeer,fire_fireball,giant,minion,tornado,skeletons,zap,1,0
electro_wizard,snow_spirits,the_log,three_musketeers,knight,building_elixir_collector,skeletons,miner,goblin_gang,building_inferno,fire_fireball,hog_rider,skeleton_horde,goblin_barrel,electro_wizard,the_log,0,1
electro_wizard,snow_spirits,the_log,three_musketeers,knight,building_elixir_collector,skeletons,miner,hog_rider,musketeer,fire_fireball,giant,minion,tornado,skeletons,zap,0,1
